name,year,selling_price,km_driven,fuel,combustible_estimado_l,seller_type,transmission,owner,tipo_carroceria,potencia_motor_hp,nivel_seguridad,calidad_auto,score_calidad,eficiencia_km_l
Maruti Vitara Brezza VDi,2016,699000,39503,1,3483.5,1,0,0,1,398,1.0,Media,6.7,11.340031577436486
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2013,325000,35299,0,3352.2,1,0,0,3,395,2.0,Alta,7.5,10.530099636059902
Toyota Etios V,2011,275000,51687,0,5173.9,1,0,0,1,239,1.8,Media,6.0,9.989949554494675
Volkswagen Vento Petrol Highline AT,2011,269000,76259,0,7633.5,1,1,0,5,110,2.2,Media,5.1,9.990043885504683
Volkswagen Polo Diesel Highline 1.2L,2013,399000,44049,1,4183.2,1,0,0,1,219,1.8,Media,6.1,10.529977051061389
Mahindra KUV 100 mFALCON D75 K8,2017,475000,45087,1,3883.5,1,0,0,1,317,2.3,Media,7.1,11.609887987640015
Toyota Etios V,2011,249000,41125,0,4116.6,1,0,0,1,76,1.5,Media,5.2,9.990040324539669
Audi A4 New  2.0 TDI Multitronic,2014,1549000,42215,1,3908.8,1,1,0,1,338,3.5,Alta,7.5,10.79998976668031
Volkswagen Polo Petrol Highline 1.2L,2011,254999,54206,0,5426.0,1,0,0,3,231,2.4,Media,6.800000000000001,9.990047917434575
Skoda Rapid 1.6 MPI Active,2012,269000,52547,0,5121.5,1,0,0,5,361,2.2,Media,6.1,10.260080054671484
Maruti Ertiga ZDI,2014,665000,59110,1,5473.1,1,0,0,2,113,2.2,Media,5.6000000000000005,10.800095010140504
Maruti Wagon R Stingray LXI,2014,299000,54565,0,5052.3,1,0,0,2,72,1.6,Media,5.1,10.800031668744928
Hyundai i20 Asta,2010,265000,47564,0,4893.4,1,0,1,4,261,1.6,Media,6.1,9.72003106224711
Volkswagen Polo Petrol Highline 1.2L,2010,211000,45143,0,4644.3,1,0,1,1,386,2.4,Media,6.7,9.720086988351312
Skoda Superb 1.8 TSI,2013,599000,61624,0,5852.2,1,1,1,1,305,2.5,Media,6.800000000000001,10.530057072553912
Tata Indigo LS,2007,55000,195000,1,20634.9,0,0,3,2,330,1.1,Media,5.300000000000001,9.45000945000945
Hyundai Verna 1.6 SX CRDi (O),2014,550000,50000,1,4629.6,0,0,0,1,287,1.2,Media,6.2,10.80006912044237
Land Rover Discovery Sport TD4 HSE 7S,2018,4000000,68000,1,5723.9,0,1,0,4,121,4.1,Alta,7.6,11.88001188001188
Tata Sumo GX TC 8 Str,2010,220000,120000,1,12345.7,0,0,1,5,260,1.6,Media,5.300000000000001,9.71998347602809
Maruti Swift VXI,2019,500000,20000,0,1646.1,0,0,0,3,211,2.3,Alta,7.5,12.149930137901707
Maruti Alto LXi,2010,140000,30000,0,3086.4,0,0,0,3,129,2.2,Media,6.3,9.720062208398133
Maruti Swift VDI,2013,325000,60000,1,5698.0,0,0,0,3,248,1.7,Media,6.800000000000001,10.53001053001053
Hyundai i20 Magna,2010,210000,90000,0,9259.3,0,0,3,2,386,1.9,Media,6.1,9.719957232188179
Maruti Alto LXi,2008,110000,90000,0,9523.8,0,0,1,3,267,1.2,Media,6.1,9.450009450009452
Hyundai Verna CRDi 1.6 SX Option,2019,1200000,25000,1,2057.6,0,0,0,1,190,2.3,Media,6.800000000000001,12.150077760497668
Maruti Alto 800 VXI,2017,229999,40000,0,3445.3,0,0,0,2,216,1.2,Media,5.8,11.610019446782573
Maruti SX4 Vxi BSIV,2012,225000,110000,0,10721.2,0,0,1,1,336,1.8,Media,6.4,10.26004551729284
Maruti Alto 800 LXI,2006,165000,132000,0,13968.3,0,0,0,1,113,2.2,Media,5.4,9.449968858057172
Tata Tiago XZA AMT,2018,525000,10980,0,924.2,1,1,0,2,303,4.1,Alta,7.7,11.880545336507248
Hyundai EON Era Plus,2018,325000,20629,0,1736.4,1,0,0,2,274,2.4,Media,6.7,11.8803271135683
Toyota Innova Crysta 2.4 VX MT BSIV,2018,1500000,50000,1,4208.8,0,0,0,2,70,3.3,Media,6.4,11.879870747006272
Hyundai Grand i10 AT Asta,2015,400000,30000,0,2710.0,0,1,0,2,278,2.2,Media,6.3,11.07011070110701
Maruti Ciaz VXi,2015,550000,69782,0,6303.7,1,0,0,1,264,1.2,Media,6.2,11.07000650411663
Maruti 800 Std,2003,98000,54000,0,5714.3,0,0,0,2,260,2.3,Media,5.4,9.449976375059062
Mahindra XUV500 W8 4WD,2013,900000,63654,1,6045.0,1,0,0,2,131,1.4,Media,5.2,10.530024813895782
Renault Lodgy 85PS RxL,2017,700000,60000,1,5168.0,0,0,0,5,168,2.1,Media,5.8,11.609907120743035
Mahindra Scorpio S6 Plus 7 Seater,2015,890000,52000,1,4697.4,1,0,0,2,86,1.0,Media,5.0,11.069953591348407
Maruti Swift LDI BSIV,2015,490000,59385,1,5364.5,1,0,0,1,348,1.1,Media,6.4,11.06999720384006
Hyundai i20 2015-2017 Magna 1.2,2015,525000,70378,0,6357.5,1,0,0,3,64,1.9,Media,6.4,11.070074714903656
Maruti Wagon R LXI BS IV,2013,330000,55425,0,5263.5,1,0,0,5,324,1.3,Media,5.6000000000000005,10.530065545739527
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2013,550000,78413,1,7446.6,1,0,1,1,200,1.0,Media,5.6000000000000005,10.530040555421266
Mahindra Bolero Power Plus SLX,2018,790000,40890,1,3441.9,1,0,0,5,284,2.7,Media,6.7,11.88006624248235
Honda Brio S MT,2015,350000,34823,0,3145.7,1,0,1,3,148,1.5,Media,6.5,11.070032107321106
Toyota Innova Crysta 2.8 ZX AT BSIV,2017,1700000,75000,1,6459.9,0,1,0,4,193,3.2,Media,7.3,11.61008684344959
Maruti Ciaz VDI SHVS,2017,750000,55545,1,4784.2,1,0,0,2,162,2.2,Media,6.1,11.610091551356549
Honda Amaze EX i-Dtech,2014,409999,56541,1,5235.3,1,0,0,3,389,1.9,Alta,7.5,10.799954157354879
Hyundai EON Magna Plus,2016,220000,43700,0,3853.6,0,0,0,4,184,1.4,Media,6.3,11.340045671579821
Tata Indica GLS BS IV,2009,68000,120000,0,12698.4,0,0,1,5,363,1.7,Media,5.6000000000000005,9.45000945000945
Hyundai EON Era Plus,2017,290000,20000,0,1722.7,0,0,0,1,142,2.1,Media,6.3,11.609682475184304
Honda City i DTec SV,2014,600000,27483,1,2544.7,1,0,0,4,326,1.1,Media,6.4,10.800094313671554
Maruti Swift LXI,2019,470000,8000,0,658.4,0,0,0,3,322,2.5,Alta,8.0,12.150668286755772
Hyundai i10 Sportz 1.2,2008,150000,30000,0,3174.6,0,0,0,5,116,2.2,Baja,4.9,9.45000945000945
Maruti Alto 800 LXI,2014,180000,56207,0,5204.4,1,0,1,1,346,1.6,Media,6.6000000000000005,10.799900084543848
Maruti Zen LXI,2006,80000,70000,0,7407.4,0,0,0,1,246,1.9,Media,5.699999999999999,9.45000945000945
Honda WR-V i-VTEC VX,2018,875000,1440,0,121.2,0,0,0,2,233,2.1,Media,6.4,11.881188118811881
Maruti Alto 800 LXI,2019,300000,50000,0,4115.2,0,0,0,4,396,3.2,Alta,8.299999999999999,12.150077760497668
Toyota Fortuner 2.8 2WD AT BSIV,2017,2800000,20000,1,1722.7,0,1,0,2,394,2.2,Media,6.8999999999999995,11.609682475184304
Toyota Innova Crysta 2.4 ZX MT,2017,1330000,91195,1,7854.9,1,0,0,5,194,2.3,Media,6.0,11.609950476772461
Volkswagen Polo 1.5 TDI Trendline,2011,220000,63657,1,6372.1,1,0,0,1,153,1.2,Media,5.4,9.989956215376406
Mahindra Verito Vibe 1.5 dCi D4,2013,250000,60000,1,5698.0,0,0,0,1,68,2.3,Media,5.8,10.53001053001053
Toyota Innova 2.5 G (Diesel) 7 Seater,2016,919999,75000,1,6613.8,1,0,0,3,68,1.5,Media,6.3,11.339925610087997
Volkswagen Vento Magnific 1.6 Highline,2013,380000,97248,0,9235.3,1,0,0,1,172,1.9,Media,6.0,10.530031509534071
Maruti Swift VDI,2012,450000,46000,1,4483.4,0,0,0,1,181,2.3,Media,6.1,10.260070482223313
Hyundai Verna 1.6 VTVT AT S Option,2016,770000,10000,0,881.8,0,1,0,2,167,2.0,Media,5.8999999999999995,11.340440009072353
Maruti Swift Dzire LDI,2018,550000,80000,1,6734.0,0,0,0,1,331,2.4,Media,7.3,11.88001188001188
Tata New Safari DICOR 2.2 GX 4x2,2011,320000,100000,1,10010.0,0,0,1,2,317,2.4,Media,6.2,9.99000999000999
Maruti SX4 Vxi BSIV,2013,400000,35000,0,3323.8,0,0,0,1,257,1.6,Media,6.1,10.530116132137914
Maruti Celerio VXI AT,2017,450000,50000,0,4306.6,0,1,0,5,177,3.1,Media,6.4,11.610086843449588
Maruti SX4 ZDI,2011,220000,90000,1,9009.0,0,0,3,4,215,1.2,Media,5.8,9.99000999000999
Mahindra XUV500 W8 2WD,2012,400000,150000,1,14619.9,0,0,1,4,187,2.0,Media,6.2,10.259988098413807
Hyundai Verna 1.6 SX VTVT (O),2013,530000,89000,0,8452.0,0,0,1,1,102,1.1,Media,5.300000000000001,10.530052058684335
Maruti Swift Dzire VDI,2014,390000,60000,1,5555.6,0,0,1,4,122,2.1,Media,6.2,10.799913600691193
Fiat Grande Punto 1.3 Dynamic (Diesel),2012,185000,100000,1,9746.6,0,0,1,2,204,1.5,Media,5.4,10.259988098413805
Maruti SX4 Vxi BSIV,2012,300000,100000,0,9746.6,0,0,1,1,334,1.7,Media,6.4,10.259988098413805
Maruti Swift VDI BSIV,2014,575000,90000,1,8333.3,0,0,1,1,82,1.2,Media,5.4,10.800043200172802
Maruti Wagon R Stingray VXI,2014,300000,75000,0,6944.4,0,0,0,2,334,1.9,Media,6.3,10.800069120442371
Toyota Etios Liva 1.4 VD,2017,425000,36000,1,3100.8,1,0,0,2,188,1.5,Media,5.8,11.609907120743033
Hyundai Xcent 1.2 Kappa SX,2016,350000,12000,0,1058.2,0,0,0,3,358,1.6,Media,7.4,11.340011340011339
Honda Amaze VX O iDTEC,2017,550000,12997,1,1119.5,1,0,0,4,340,2.0,Media,7.199999999999999,11.609647163912461
Maruti Ciaz 1.4 AT Zeta,2017,500000,40000,0,3445.3,0,1,0,4,241,2.3,Media,7.0,11.610019446782573
Mahindra Scorpio S4 4WD,2015,600000,60000,1,5420.1,0,0,0,2,321,2.3,Media,6.5,11.069906459290419
Mahindra Quanto C8,2013,300000,25000,1,2374.2,0,0,1,3,287,2.1,Media,7.1,10.529862690590516
Hyundai Verna CRDi 1.6 SX Option,2018,1150000,26430,1,2224.7,1,0,0,2,310,2.9,Media,7.1,11.88025351732818
Maruti Swift 1.3 VXI ABS,2015,475000,24600,0,2222.2,1,0,0,4,140,1.2,Media,5.8999999999999995,11.070110701107012
Maruti Wagon R LXI,2011,260000,28481,0,2851.0,1,0,0,4,135,2.0,Media,5.8999999999999995,9.989828130480532
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,350000,100000,0,9496.7,0,0,0,1,340,1.0,Media,6.2,10.529973569766339
Mahindra XUV500 W8 2WD,2013,750000,41988,1,3987.5,1,0,0,2,261,2.2,Media,6.1,10.529905956112852
Maruti Wagon R LXI,2009,180000,30375,0,3214.3,1,0,0,2,178,1.5,Media,5.0,9.449958000186665
Renault KWID Climber 1.0 AMT BSIV,2017,350000,7658,0,659.6,1,1,0,3,311,2.2,Alta,7.6,11.610066707095209
Maruti Swift Dzire VDI,2017,611000,34400,1,2963.0,1,0,0,1,181,1.2,Media,6.0,11.60985487681404
Renault KWID RXL BSIV,2017,325000,18500,0,1593.5,1,0,0,3,233,2.4,Media,7.4,11.609664261060558
Hyundai EON 1.0 Era Plus,2012,225000,48000,0,4678.4,1,0,0,3,118,2.2,Media,6.4,10.259917920656635
Maruti Wagon R AMT VXI,2014,300000,28942,0,2679.8,1,1,0,1,114,2.4,Media,6.1,10.800059705948204
Mahindra Bolero Power Plus SLX,2017,400000,50000,1,4306.6,0,0,1,2,211,2.4,Media,6.4,11.610086843449588
Mahindra XUV500 W8 2WD,2012,711000,53600,1,5224.2,1,0,0,5,390,1.2,Media,5.699999999999999,10.259944106274645
Toyota Innova 2.5 G (Diesel) 8 Seater,2015,851000,53652,1,4846.6,1,0,0,1,211,2.1,Media,6.4,11.0700284735691
Maruti Ertiga VXI,2014,500000,25000,0,2314.8,0,0,0,4,227,2.0,Media,6.5,10.80006912044237
Toyota Innova 2.5 G4 Diesel 8-seater,2007,250000,80000,1,8465.6,0,0,1,2,207,2.2,Media,5.4,9.45000945000945
Maruti Alto 800 VXI,2017,150000,50000,0,4306.6,0,0,0,1,256,1.6,Media,6.5,11.610086843449588
Mahindra Scorpio 1.99 S10,2016,610000,15000,1,1322.8,0,0,1,4,183,1.6,Media,6.4,11.339582703356516
Mahindra KUV 100 G80 K2,2018,450000,5000,0,420.9,0,0,0,5,287,2.9,Media,6.800000000000001,11.879306248515087
Hyundai i20 1.4 Asta Option,2017,744000,106000,1,9130.1,0,0,0,3,392,1.6,Alta,7.6,11.609949507672424
Chevrolet Spark 1.0,2008,120000,100000,0,10582.0,0,0,3,1,253,1.1,Media,5.4,9.45000945000945
Renault KWID RXL,2016,220000,60000,0,5291.0,0,0,3,1,138,2.1,Media,6.2,11.34001134001134
Maruti Ertiga ZDI,2012,480000,120000,1,11695.9,0,0,2,2,67,2.0,Media,5.1,10.260005643003105
Maruti Celerio ZXI Optional AMT BSIV,2017,370000,82000,0,7062.9,0,1,0,1,114,2.6,Media,6.5,11.609961913661527
Fiat Palio D 1.9 EL PS,2003,55000,35000,1,3703.7,0,0,1,3,96,1.5,Media,5.4,9.45000945000945
Hyundai EON Magna Plus,2013,125000,205000,0,19468.2,0,0,0,1,308,1.5,Media,6.3,10.529992500590707
Hyundai Verna 1.6 CRDI,2011,260000,125000,1,12512.5,0,0,3,5,259,2.1,Media,5.6000000000000005,9.99000999000999
Fiat Linea Classic 1.3 Multijet,2015,350000,130000,1,11743.5,0,0,0,4,329,2.1,Media,7.1,11.069953591348405
Maruti Alto 800 CNG LXI,2012,170000,97000,2,9454.2,0,0,1,4,148,2.2,Media,6.1,10.259990268875208
Hyundai Grand i10 Sportz,2015,350000,90000,0,8130.1,0,0,1,4,285,2.1,Media,6.8999999999999995,11.06997453905856
Maruti Swift Dzire VXi,2009,250000,60000,0,6349.2,0,0,3,4,382,2.1,Media,6.7,9.45000945000945
Tata Indigo CR4,2013,170000,60000,1,5698.0,0,0,0,2,219,1.4,Media,5.5,10.53001053001053
Mahindra Scorpio S11 BSIV,2018,1300000,35000,1,2946.1,0,0,0,3,394,2.2,Alta,8.0,11.880112691354674
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,550000,25000,0,2057.6,0,0,0,2,181,3.1,Media,6.800000000000001,12.150077760497668
Honda Brio 1.2 S MT,2017,400000,15000,0,1292.0,0,0,0,4,333,1.1,Media,6.800000000000001,11.609907120743035
Tata Nano Lx,2011,120000,20000,0,2002.0,0,0,0,3,296,2.5,Media,7.1,9.99000999000999
Tata Nano Lx,2011,120000,20000,0,2002.0,0,0,0,2,326,2.3,Media,6.2,9.99000999000999
Ford Figo Petrol Titanium,2010,275000,70000,0,7201.6,0,0,0,3,389,1.8,Media,7.0,9.720062208398133
Tata Zest Revotron 1.2T XE,2016,285000,90000,0,7936.5,0,0,0,1,191,1.5,Media,6.1,11.34001134001134
Hyundai Creta 1.4 CRDi Base,2016,900000,80000,1,7054.7,0,0,0,5,241,1.8,Media,5.8999999999999995,11.339957758657349
Mercedes-Benz M-Class ML 350 CDI,2014,2500000,79500,1,7361.1,0,1,1,3,252,3.1,Alta,7.6,10.800016301911398
Hyundai Verna 1.6 SX CRDi (O),2013,620000,70000,1,6647.7,0,0,1,2,169,2.1,Media,5.699999999999999,10.529957729741113
Toyota Innova Crysta 2.4 GX MT 8S BSIV,2018,1700000,5000,1,420.9,0,0,0,2,273,2.1,Media,6.5,11.879306248515087
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2018,650000,15000,0,1262.6,0,0,0,3,299,3.2,Alta,8.2,11.880247109139871
Maruti Ertiga VXI,2014,500000,35000,0,3240.7,0,0,0,3,200,2.0,Media,6.800000000000001,10.800135773135434
Tata New Safari DICOR 2.2 EX 4x4,2009,250000,120000,1,12698.4,0,0,1,5,132,1.1,Baja,4.4,9.45000945000945
Mahindra Marazzo M4,2018,950000,15000,1,1262.6,0,0,1,1,62,2.5,Media,6.3,11.880247109139871
Toyota Etios Cross 1.2L G,2015,320000,60000,0,5420.1,0,0,0,2,61,1.8,Media,5.300000000000001,11.069906459290419
Renault Duster 110PS Diesel RxZ,2013,450000,120000,1,11396.0,0,0,0,1,269,1.3,Media,6.0,10.53001053001053
Mahindra KUV 100 mFALCON D75 K8 AW,2016,350000,90000,1,7936.5,0,0,0,1,371,1.2,Media,6.7,11.34001134001134
Maruti Swift Dzire VXI,2015,400000,90000,0,8130.1,0,0,0,1,117,1.0,Media,5.5,11.06997453905856
Maruti Omni MPI STD BSIV,2018,200000,10000,0,841.8,0,0,0,1,276,3.4,Alta,7.6,11.879306248515087
Hyundai i20 Asta 1.4 CRDi (Diesel),2009,250000,72000,1,7619.0,0,0,1,3,316,1.1,Media,6.3,9.450059062869142
Toyota Innova 2.0 GX 8 STR BSIV,2011,550000,197000,0,19719.7,0,0,1,4,172,1.5,Media,5.8,9.99000999000999
Maruti Zen LXI,1999,85000,70000,0,7407.4,0,0,1,2,130,1.3,Baja,4.3,9.45000945000945
Hyundai Santro LP zipPlus,2001,52000,50000,0,5291.0,0,0,3,2,161,2.1,Baja,4.9,9.45000945000945
Tata Hexa XTA,2017,1200000,50000,1,4306.6,0,1,0,1,104,3.1,Media,6.7,11.610086843449588
Hyundai Verna 1.6 SX VTVT AT,2011,450000,60000,0,6006.0,0,1,3,3,203,3.2,Media,7.1,9.99000999000999
Maruti Swift Dzire VXI 1.2 BS IV,2018,615000,40000,0,3367.0,0,0,0,4,182,2.9,Media,7.199999999999999,11.88001188001188
Maruti SX4 ZDI Leather,2012,400000,60000,1,5848.0,0,0,1,2,332,1.9,Media,6.1,10.259917920656635
Tata Nano LX,2013,60000,40000,0,3798.7,0,0,0,1,289,1.6,Media,6.3,10.529918129886541
Maruti Ignis 1.2 Alpha BSIV,2017,500000,9161,0,789.1,0,0,0,1,89,2.0,Media,6.1,11.609428462805727
Honda Mobilio V i VTEC,2015,600000,45000,0,4065.0,0,0,0,2,352,1.2,Media,6.1,11.07011070110701
Hyundai Getz 1.3 GVS,2010,110000,110000,0,11316.9,0,0,0,2,333,2.0,Media,5.8999999999999995,9.719976318603152
Hyundai Santro Xing GL Plus,2013,175000,80000,0,7597.3,0,0,0,5,263,1.2,Media,5.4,10.530056730680636
Ford Fiesta Titanium 1.5 TDCi,2011,325000,100000,1,10010.0,0,0,1,1,299,2.3,Media,6.5,9.99000999000999
Maruti Swift Dzire LDI,2017,425000,90000,1,7751.9,0,0,0,1,326,1.8,Media,6.8999999999999995,11.610056889278757
Hyundai Accent GLE CNG,2009,160000,70000,2,7407.4,0,0,3,1,119,1.8,Media,5.300000000000001,9.45000945000945
Maruti Zen Estilo LXI BSIII,2007,100000,80000,0,8465.6,0,0,3,2,294,1.9,Media,5.5,9.45000945000945
Maruti Swift Dzire LDI,2014,390000,110000,1,10185.2,0,0,1,1,306,2.2,Media,6.7,10.79998429093194
Hyundai i20 1.2 Spotz,2017,400000,50000,0,4306.6,0,0,0,1,213,1.7,Media,6.4,11.610086843449588
Tata Tigor 1.2 Revotron XM,2018,509999,5000,0,420.9,0,0,0,2,139,2.6,Media,6.3,11.879306248515087
Hyundai i10 Magna 1.1,2008,150000,90000,0,9523.8,0,0,3,1,97,1.4,Media,5.0,9.450009450009452
Hyundai Santro Xing GLS,2009,110000,120000,0,12698.4,0,0,0,5,196,1.2,Baja,4.699999999999999,9.45000945000945
Nissan Sunny Diesel XV,2013,450000,80000,1,7597.3,0,0,0,4,284,1.3,Media,6.3,10.530056730680636
Hyundai i20 1.2 Spotz,2017,400000,38000,0,3273.0,0,0,1,1,301,1.0,Media,6.4,11.610143599144516
Hyundai Santro Xing GLS,2009,140000,120000,0,12698.4,0,0,0,1,270,2.3,Media,6.1,9.45000945000945
Tata Indigo CR4,2011,130000,90000,1,9009.0,0,0,0,1,105,2.1,Media,5.6000000000000005,9.99000999000999
Maruti Alto 800 LXI,2017,160000,50000,0,4306.6,0,0,0,5,231,1.3,Media,5.699999999999999,11.610086843449588
Maruti Alto 800 LXI,2016,150000,60000,0,5291.0,0,0,0,3,101,1.0,Media,6.1,11.34001134001134
Mahindra XUV500 W8 2WD,2013,500000,100000,1,9496.7,0,0,1,2,82,1.7,Media,5.1,10.529973569766339
Tata Nano Std,2011,40000,19000,0,1901.9,0,0,0,2,349,1.6,Media,5.8999999999999995,9.99000999000999
Chevrolet Tavera LT L1 7 Seats BSIII,2006,140000,200000,1,21164.0,0,0,3,1,289,2.2,Media,6.0,9.45000945000945
Mahindra Verito 1.5 D2 BSIV,2015,227000,70000,1,6323.4,0,0,1,5,256,1.6,Media,5.699999999999999,11.069993990574691
Maruti Swift VDI,2011,285000,50000,1,5005.0,0,0,1,5,252,2.3,Media,5.699999999999999,9.99000999000999
Maruti Alto LX,2012,155000,19077,0,1859.4,0,0,1,5,213,1.1,Media,5.0,10.259761213294611
Hyundai EON D Lite,2016,210000,30000,0,2645.5,0,0,0,1,114,1.5,Media,5.8,11.34001134001134
Maruti Alto LXi,2009,140000,80000,0,8465.6,0,0,1,2,314,2.4,Media,6.0,9.45000945000945
Toyota Innova 2.5 GX (Diesel) 7 Seater,2015,940000,128000,1,11562.8,0,0,0,2,74,1.0,Baja,4.9,11.069983049088457
Nissan Terrano XV Premium 110 PS,2013,750000,80000,1,7597.3,0,0,0,2,240,1.6,Media,5.699999999999999,10.530056730680636
Maruti Baleno Alpha 1.3,2016,610000,100000,1,8818.3,0,0,0,1,138,1.4,Media,5.8999999999999995,11.340054205459102
Nissan Sunny XV D Premium Leather,2015,450000,50000,1,4516.7,0,0,0,4,70,1.8,Media,5.8999999999999995,11.07002900347599
Toyota Etios Liva GD,2012,409999,56000,1,5458.1,0,0,0,3,117,1.4,Media,6.0,10.259980579322475
Hyundai EON 1.0 Era Plus,2018,100000,21302,0,1793.1,0,0,0,2,298,3.3,Media,7.199999999999999,11.879984384585356
Renault KWID 1.0 RXT Optional,2018,300000,10500,0,883.8,0,0,0,1,357,3.4,Alta,7.9,11.88051595383571
Mahindra Bolero 2011-2019 SLX,2013,400000,107000,1,10161.4,0,0,0,3,396,2.3,Alta,7.6,10.530045072529376
Hyundai i10 Sportz 1.2,2010,210000,60000,0,6172.8,0,0,1,1,256,1.6,Media,5.8,9.720062208398133
Hyundai Santro Xing XG eRLX Euro III,2006,90000,120000,0,12698.4,0,0,1,5,220,2.5,Media,5.300000000000001,9.45000945000945
Maruti Wagon R LXI BS IV,2010,222000,70000,0,7201.6,0,0,0,1,231,2.1,Media,6.0,9.720062208398133
Maruti Alto 800 LXI,2015,240000,50000,0,4516.7,0,0,1,1,194,1.5,Media,6.0,11.07002900347599
Toyota Etios Liva GD,2013,450000,70000,1,6647.7,0,0,1,3,285,1.1,Media,6.6000000000000005,10.529957729741113
Renault Duster 85PS Diesel RxL,2013,450000,1000,1,95.0,1,0,1,2,367,2.0,Media,6.4,10.526315789473685
Mercedes-Benz C-Class Progressive C 220d,2018,3800000,10000,1,841.8,1,1,0,3,328,4.1,Alta,8.7,11.879306248515087
Audi A4 3.0 TDI Quattro,2013,1580000,86000,1,8167.1,1,1,0,1,91,2.2,Media,5.8,10.530053507364915
BMW X5 xDrive 30d xLine,2019,4950000,30000,1,2469.1,1,1,0,2,354,3.8,Alta,7.800000000000001,12.150176177554576
Hyundai Creta 1.6 CRDi SX,2016,535000,52600,1,4638.4,0,0,0,2,137,2.5,Media,6.0,11.34011728182132
Maruti SX4 Vxi BSIV,2012,225000,110000,0,10721.2,0,0,1,2,378,1.5,Media,6.0,10.26004551729284
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000,19890,0,1713.2,1,1,0,2,79,2.5,Media,5.8999999999999995,11.609852906840999
Maruti Swift ZXI BSIV,2016,670000,7104,0,626.5,2,0,0,1,75,2.4,Media,6.1,11.339185953711093
Maruti Ertiga VXI,2015,625000,11918,0,1076.6,2,0,0,2,217,1.2,Media,5.6000000000000005,11.070035296303178
Hyundai Grand i10 Magna AT,2017,520000,10510,0,905.3,1,1,0,2,164,3.4,Media,6.7,11.609411244891197
Chevrolet Beat LT Option,2016,239000,41000,0,3615.5,1,0,0,4,273,2.2,Media,7.0,11.340063614991012
Toyota Fortuner 4x2 AT,2017,2600000,47162,1,4062.2,2,1,0,2,133,2.6,Media,6.2,11.60996504357245
Maruti S-Cross Zeta DDiS 200 SH,2015,750000,45974,1,4153.0,2,0,0,2,131,1.1,Media,5.2,11.070069829039248
Hyundai i10 Magna,2012,229999,49824,0,4856.1,1,0,0,4,280,1.0,Media,6.0,10.260085253598566
Audi A6 2.0 TDI Premium Plus,2013,1300000,58500,1,5555.6,1,1,0,1,393,2.6,Media,7.199999999999999,10.529915760673914
Hyundai Santro GS,2005,80000,56580,0,5987.3,1,0,0,3,262,2.1,Media,6.4,9.45000250530289
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000,52000,1,5068.2,1,0,0,4,284,1.7,Media,6.4,10.260052878734069
Hyundai Verna 1.6 VTVT SX,2015,760000,55340,0,4999.1,2,0,0,1,108,2.1,Media,6.0,11.06999259866776
Maruti Swift Dzire VDI,2017,600000,46507,1,4005.8,2,0,0,4,160,2.0,Media,6.6000000000000005,11.609915622347595
Renault Duster 85PS Diesel RxL,2013,450000,1000,1,95.0,1,0,1,3,288,1.9,Media,7.0,10.526315789473685
Mercedes-Benz C-Class Progressive C 220d,2018,3800000,10000,1,841.8,1,1,0,1,192,4.5,Alta,7.800000000000001,11.879306248515087
Audi A4 3.0 TDI Quattro,2013,1580000,86000,1,8167.1,1,1,0,1,358,3.1,Media,7.3,10.530053507364915
BMW X5 xDrive 30d xLine,2019,4950000,30000,1,2469.1,1,1,0,1,106,4.4,Alta,7.6,12.150176177554576
Hyundai Creta 1.6 CRDi SX,2016,535000,52600,1,4638.4,0,0,0,2,246,1.4,Media,5.8999999999999995,11.34011728182132
Maruti SX4 Vxi BSIV,2012,225000,110000,0,10721.2,0,0,1,5,256,2.1,Media,5.699999999999999,10.26004551729284
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000,19890,0,1713.2,1,1,0,3,314,2.9,Alta,8.0,11.609852906840999
Maruti Swift ZXI BSIV,2016,670000,7104,0,626.5,2,0,0,3,78,2.4,Media,6.800000000000001,11.339185953711093
Maruti Ertiga VXI,2015,625000,11918,0,1076.6,2,0,0,1,371,1.8,Media,6.8999999999999995,11.070035296303178
Hyundai Grand i10 Magna AT,2017,520000,10510,0,905.3,1,1,0,3,213,2.4,Media,7.4,11.609411244891197
Chevrolet Beat LT Option,2016,239000,41000,0,3615.5,1,0,0,4,253,1.6,Media,6.6000000000000005,11.340063614991012
Toyota Fortuner 4x2 AT,2017,2600000,47162,1,4062.2,2,1,0,2,151,2.3,Media,6.1,11.60996504357245
Maruti S-Cross Zeta DDiS 200 SH,2015,750000,45974,1,4153.0,2,0,0,3,190,1.3,Media,6.5,11.070069829039248
Hyundai i10 Magna,2012,229999,49824,0,4856.1,1,0,0,1,394,1.7,Media,6.6000000000000005,10.260085253598566
Audi A6 2.0 TDI Premium Plus,2013,1300000,58500,1,5555.6,1,1,0,1,109,3.3,Media,6.4,10.529915760673914
Hyundai Santro GS,2005,80000,56580,0,5987.3,1,0,0,1,285,1.3,Media,5.5,9.45000250530289
